"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010632","GO:0010632","regulation of epithelial cell migration","25/782","295/18614",0.000723330719905934,0.0105993234062812,0.00845177984033426,"3037/54453/57142/64094/147372/94/8828/7048/5547/8613/9353/5168/5743/2896/3162/2260/1512/28984/348/301/9314/6678/5176/5764/1634",25
"GO:0033344","GO:0033344","cholesterol efflux","10/782","71/18614",0.000733161470708229,0.0107108225766193,0.00854068800965376,"25987/341/55004/4792/1066/10351/348/10577/5360/4035",10
"GO:0008347","GO:0008347","glial cell migration","9/782","59/18614",0.000742428046932148,0.0108019458031265,0.00861334863328592,"4692/57142/3912/3074/928/706/147495/4323/1281",9
"GO:0001657","GO:0001657","ureteric bud development","12/782","97/18614",0.000747837488910255,0.0108019458031265,0.00861334863328592,"6092/55366/9244/6382/5087/10252/9500/26585/9353/10409/2719/6422",12
"GO:0010875","GO:0010875","positive regulation of cholesterol efflux","6/782","27/18614",0.000748361314715669,0.0108019458031265,0.00861334863328592,"4792/1066/10351/348/5360/4035",6
"GO:0070861","GO:0070861","regulation of protein exit from endoplasmic reticulum","6/782","27/18614",0.000748361314715669,0.0108019458031265,0.00861334863328592,"10134/56681/3638/27248/975/10956",6
"GO:0009612","GO:0009612","response to mechanical stimulus","20/782","215/18614",0.000764523712457652,0.0109587676470517,0.0087383965866511,"63895/90865/5493/2534/4792/7048/358/623/1535/1301/10628/5743/4323/5270/4192/5764/6387/2934/4313/1277",20
"GO:0008207","GO:0008207","C21-steroid hormone metabolic process","7/782","37/18614",0.000768318495063984,0.0109587676470517,0.0087383965866511,"231/1646/133/8644/1645/706/1601",7
"GO:0016486","GO:0016486","peptide hormone processing","7/782","37/18614",0.000768318495063984,0.0109587676470517,0.0087383965866511,"81555/1514/590/1803/25825/10699/5034",7
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","7/782","37/18614",0.000768318495063984,0.0109587676470517,0.0087383965866511,"29940/55501/2990/633/3074/79586/1634",7
"GO:0031623","GO:0031623","receptor internalization","14/782","125/18614",0.00077533355873695,0.0110262037954892,0.00879216940384208,"133/26585/1759/5898/10266/1902/4043/975/928/57007/302/967/6424/4035",14
"GO:1902003","GO:1902003","regulation of amyloid-beta formation","8/782","48/18614",0.000794955454749943,0.0112720007274985,0.00898816507971143,"274/57142/10972/10418/5621/348/3479/1191",8
"GO:0032060","GO:0032060","bleb assembly","4/782","11/18614",0.000805043871266193,0.0112823154167858,0.0089963898955451,"1902/5376/2012/2014",4
"GO:0032429","GO:0032429","regulation of phospholipase A2 activity","4/782","11/18614",0.000805043871266193,0.0112823154167858,0.0089963898955451,"185/283/301/4035",4
"GO:0048563","GO:0048563","post-embryonic animal organ morphogenesis","4/782","11/18614",0.000805043871266193,0.0112823154167858,0.0089963898955451,"3150/4237/2200/2202",4
"GO:0090179","GO:0090179","planar cell polarity pathway involved in neural tube closure","4/782","11/18614",0.000805043871266193,0.0112823154167858,0.0089963898955451,"8321/5754/6422/6423",4
"GO:0006487","GO:0006487","protein N-linked glycosylation","10/782","72/18614",0.000819962889286202,0.011364124843729,0.00906162380141667,"57134/5238/2683/6185/200185/1650/746/1603/100128731/58505",10
"GO:0060411","GO:0060411","cardiac septum morphogenesis","10/782","72/18614",0.000819962889286202,0.011364124843729,0.00906162380141667,"6092/8321/4853/8828/7048/9249/6586/7049/9353/10512",10
"GO:0072163","GO:0072163","mesonephric epithelium development","12/782","98/18614",0.00082031019407129,0.011364124843729,0.00906162380141667,"6092/55366/9244/6382/5087/10252/9500/26585/9353/10409/2719/6422",12
"GO:0072164","GO:0072164","mesonephric tubule development","12/782","98/18614",0.00082031019407129,0.011364124843729,0.00906162380141667,"6092/55366/9244/6382/5087/10252/9500/26585/9353/10409/2719/6422",12
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","14/782","126/18614",0.000839328794678109,0.0115903757000033,0.00924203365897274,"1803/26585/972/9353/7423/2621/7060/1843/5919/4681/4192/7130/5764/6387",14
"GO:0003179","GO:0003179","heart valve morphogenesis","9/782","60/18614",0.000841450216760251,0.0115903757000033,0.00924203365897274,"6092/4853/7048/6586/6615/9353/1009/11117/2006",9
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","21/782","233/18614",0.000860802667503016,0.0118231614245927,0.00942765434614189,"64114/10449/2907/3304/6934/3685/5329/3303/2950/972/6615/57007/2537/90993/3958/5743/3162/3479/1191/6387/6423",21
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","17/782","171/18614",0.000888990425694503,0.0121756330746398,0.00970871122797944,"10134/29108/51065/1611/23787/51107/2534/27018/444/2149/64065/1509/8743/1512/10550/2934/6423",17
"GO:0032373","GO:0032373","positive regulation of sterol transport","7/782","38/18614",0.000908119165915611,0.0123325140813497,0.00983380635707579,"4792/1066/302/10351/348/5360/4035",7
"GO:0032376","GO:0032376","positive regulation of cholesterol transport","7/782","38/18614",0.000908119165915611,0.0123325140813497,0.00983380635707579,"4792/1066/302/10351/348/5360/4035",7
"GO:1901661","GO:1901661","quinone metabolic process","7/782","38/18614",0.000908119165915611,0.0123325140813497,0.00983380635707579,"231/1646/10327/8644/8574/1645/79001",7
"GO:0042246","GO:0042246","tissue regeneration","10/782","73/18614",0.000915034230527285,0.0123408680168446,0.00984046769015307,"7048/5738/975/928/10404/4192/3479/301/5764/347",10
"GO:0010171","GO:0010171","body morphogenesis","8/782","49/18614",0.000915635506785099,0.0123408680168446,0.00984046769015307,"144165/64388/50937/444/2719/5156/4313/1277",8
"GO:1903019","GO:1903019","negative regulation of glycoprotein metabolic process","6/782","28/18614",0.000918973577690773,0.0123408680168446,0.00984046769015307,"25825/81618/5806/9445/9452/1471",6
"GO:1903055","GO:1903055","positive regulation of extracellular matrix organization","6/782","28/18614",0.000918973577690773,0.0123408680168446,0.00984046769015307,"6624/10630/30008/28984/11117/7148",6
"GO:1901879","GO:1901879","regulation of protein depolymerization","11/782","86/18614",0.000927524468104133,0.0123957463988592,0.00988422708733369,"11344/6840/11078/51474/6711/444/130271/822/11075/120/2934",11
"GO:0008217","GO:0008217","regulation of blood pressure","18/782","187/18614",0.000928202540964153,0.0123957463988592,0.00988422708733369,"185/94/133/128/5547/57085/59342/2149/10266/623/1535/947/10699/5743/3162/2621/11117/1278",18
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","15/782","142/18614",0.00094323481731196,0.0125616990449198,0.0100165558383928,"10134/29108/51065/1611/23787/2534/27018/444/2149/64065/1509/8743/1512/10550/2934",15
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","9/782","61/18614",0.00095094639849051,0.0125841917666782,0.0100344912787058,"3123/3685/2519/5806/972/3956/5034/4061/2934",9
"GO:1905517","GO:1905517","macrophage migration","9/782","61/18614",0.00095094639849051,0.0125841917666782,0.0100344912787058,"2683/975/928/3958/4323/11117/5919/4192/4313",9
"GO:0051098","GO:0051098","regulation of binding","29/782","369/18614",0.00095297873090329,0.0125841917666782,0.0100344912787058,"64388/55323/50937/2801/6612/5986/1193/9236/6934/6881/808/5329/4792/3397/7049/351/4043/10418/1601/3162/302/348/3479/6590/9314/4035/4015/6281/115908",29
"GO:0048592","GO:0048592","eye morphogenesis","16/782","157/18614",0.000955364900768349,0.0125841917666782,0.0100344912787058,"3150/50937/5916/25987/1296/4853/1295/4669/358/7070/4237/2200/1290/1289/2202/8076",16
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","14/782","128/18614",0.000980749377495003,0.0128766785490296,0.0102677169098039,"64114/10857/6711/1956/11079/9528/55022/5295/131578/5621/3958/1601/4323/4035",14
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","12/782","100/18614",0.000982911783041466,0.0128766785490296,0.0102677169098039,"135228/2734/3303/10252/7049/4052/8483/94031/11117/2200/54829/5654",12
"GO:0019882","GO:0019882","antigen processing and presentation","13/782","114/18614",0.000997054897462965,0.0129880824166716,0.0103565490858382,"29108/968/1514/10981/1520/3123/3122/2923/972/1509/8722/1512/10875",13
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","13/782","114/18614",0.000997054897462965,0.0129880824166716,0.0103565490858382,"116985/6050/4853/8572/5754/84168/29085/5898/83872/5156/4192/301/2934",13
"GO:0072659","GO:0072659","protein localization to plasma membrane","24/782","285/18614",0.000999497734201442,0.0129880824166716,0.0103565490858382,"64114/90410/10484/5064/10857/6711/287/1956/11079/7162/9528/55022/10266/975/5295/131578/5621/3958/1601/2621/4323/10550/4035/6281",24
"GO:0010977","GO:0010977","negative regulation of neuron projection development","15/782","143/18614",0.00101387720483314,0.0131395215174747,0.0104773049011053,"57142/25987/81618/83999/7869/1902/5376/7431/1809/9353/1601/7070/10512/11075/348",15
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","11/782","87/18614",0.00102231476312133,0.0131470646553675,0.0104833197134034,"1803/22801/3685/3693/8613/1545/1307/11117/9358/2200/6423",11
"GO:0048678","GO:0048678","response to axon injury","11/782","87/18614",0.00102231476312133,0.0131470646553675,0.0104833197134034,"3913/83999/9315/1809/706/2896/7070/9314/5764/4313/347",11
"GO:0120254","GO:0120254","olefinic compound metabolic process","16/782","158/18614",0.00102264037456188,0.0131470646553675,0.0104833197134034,"231/5740/51635/1646/133/9249/2950/8644/2879/216/1545/1645/5743/1601/125/5730",16
"GO:0038084","GO:0038084","vascular endothelial growth factor signaling pathway","8/782","50/18614",0.00105055903349578,0.0134700667566041,0.0107408779124484,"64094/147372/8828/7423/967/5156/7148/1634",8
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","9/782","62/18614",0.00107171959265532,0.0137049341013032,0.0109281584597996,"5740/23564/5806/947/961/706/5743/1191/9314",9
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","13/782","115/18614",0.00108191794310019,0.0137987470996985,0.0110029638769198,"185/283/94/8828/1535/3162/7423/7060/56005/2260/4192/1893/6387",13
"GO:0043010","GO:0043010","camera-type eye development","27/782","338/18614",0.00110698799202448,0.0140812377560686,0.0112282187109384,"144165/3150/3913/4286/50937/4094/5916/25987/94/1296/4853/10252/7048/1956/1295/4669/358/7431/1545/5954/7070/116039/5156/9314/2200/5176/2202",27
"GO:0003094","GO:0003094","glomerular filtration","6/782","29/18614",0.00111800352379426,0.0141096727440108,0.0112508924466703,"55959/358/2149/1535/947/2621",6
"GO:0030970","GO:0030970","retrograde protein transport, ER to cytosol","6/782","29/18614",0.00111800352379426,0.0141096727440108,0.0112508924466703,"10134/7184/81502/10952/27248/10956",6
"GO:1903513","GO:1903513","endoplasmic reticulum to cytosol transport","6/782","29/18614",0.00111800352379426,0.0141096727440108,0.0112508924466703,"10134/7184/81502/10952/27248/10956",6
"GO:0030833","GO:0030833","regulation of actin filament polymerization","14/782","130/18614",0.00114169201439797,0.01429779999114,0.0114009029722253,"29108/11344/148170/274/6840/11078/6711/51429/9353/822/9168/120/2006/2934",14
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","22/782","255/18614",0.00116677567715358,0.01429779999114,0.0114009029722253,"9961/23568/9244/2534/1956/80310/26585/1272/972/351/2674/975/8613/5168/5621/2621/7060/7070/9467/3479/6422/6423",22
"GO:0009650","GO:0009650","UV protection","4/782","12/18614",0.00116758384081477,0.01429779999114,0.0114009029722253,"2067/51435/51150/4239",4
"GO:0036363","GO:0036363","transforming growth factor beta activation","4/782","12/18614",0.00116758384081477,0.01429779999114,0.0114009029722253,"3685/4054/4052/7148",4
"GO:0044650","GO:0044650","adhesion of symbiont to host cell","4/782","12/18614",0.00116758384081477,0.01429779999114,0.0114009029722253,"1803/975/131578/2621",4
"GO:0050655","GO:0050655","dermatan sulfate proteoglycan metabolic process","4/782","12/18614",0.00116758384081477,0.01429779999114,0.0114009029722253,"29940/55501/3074/3073",4
"GO:0090178","GO:0090178","regulation of establishment of planar polarity involved in neural tube closure","4/782","12/18614",0.00116758384081477,0.01429779999114,0.0114009029722253,"8321/5754/6422/6423",4
"GO:0097084","GO:0097084","vascular associated smooth muscle cell development","4/782","12/18614",0.00116758384081477,0.01429779999114,0.0114009029722253,"133/10266/30008/1311",4
"GO:1900272","GO:1900272","negative regulation of long-term synaptic potentiation","4/782","12/18614",0.00116758384081477,0.01429779999114,0.0114009029722253,"351/5621/348/5764",4
"GO:2001214","GO:2001214","positive regulation of vasculogenesis","4/782","12/18614",0.00116758384081477,0.01429779999114,0.0114009029722253,"54453/133/10266/947",4
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","15/782","145/18614",0.00116862225538749,0.01429779999114,0.0114009029722253,"2067/717/3123/3122/80762/972/975/730/79987/710/1604/1191/716/715/718",15
"GO:0008585","GO:0008585","female gonad development","12/782","102/18614",0.00117146463316745,0.01429779999114,0.0114009029722253,"6092/283/10468/6586/5806/26471/9353/4323/5156/6422/7130/4313",12
"GO:0030316","GO:0030316","osteoclast differentiation","12/782","102/18614",0.00117146463316745,0.01429779999114,0.0114009029722253,"10234/4286/135228/4853/975/9935/5295/2719/302/2200/6422/7130",12
"GO:0007409","GO:0007409","axonogenesis","32/782","427/18614",0.00117933612271829,0.0143438560535889,0.0114376275522018,"6092/144165/9253/3913/11344/23077/139065/4692/334/57142/7345/25987/2534/4853/23768/10857/7869/8828/91653/6586/9201/1272/351/9353/7070/10512/1009/348/6277/2335/1382/6387",32
"GO:0003417","GO:0003417","growth plate cartilage development","5/782","20/18614",0.0011828081333425,0.0143438560535889,0.0114376275522018,"5916/25987/7059/7048/1311",5
"GO:0030308","GO:0030308","negative regulation of cell growth","18/782","191/18614",0.0011841640135508,0.0143438560535889,0.0114376275522018,"6595/57142/94/3304/7869/3303/6586/26585/623/9353/1601/10512/5270/2697/6422/55384/221476/6423",18
"GO:0060191","GO:0060191","regulation of lipase activity","11/782","89/18614",0.00123594227873233,0.0149335281347583,0.0119078253579487,"185/283/378/341/1956/400/1902/2260/5156/301/4035",11
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","7/782","40/18614",0.00124737399829412,0.0149964839046781,0.0119580255723064,"1514/1520/3123/3122/972/1509/8722",7
"GO:0051693","GO:0051693","actin filament capping","7/782","40/18614",0.00124737399829412,0.0149964839046781,0.0119580255723064,"11344/6840/11078/6711/822/120/2934",7
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","13/782","117/18614",0.00126980787770615,0.015228218354282,0.0121428079847679,"3037/11227/29940/55501/2990/633/80760/6484/3074/79586/3073/7130/1634",13
"GO:0019233","GO:0019233","sensory perception of pain","12/782","103/18614",0.00127642801177602,0.0152696264138268,0.0121758263001333,"54463/4311/9536/4692/90865/7345/2534/358/2149/623/5743/6387",12
"GO:0006631","GO:0006631","fatty acid metabolic process","30/782","394/18614",0.00129533752095096,0.0154574806646153,0.0123256191415136,"10455/231/10449/2109/9536/3248/5740/1666/3638/2326/1646/341/56898/5354/128/51084/2950/1066/1622/8644/972/2879/1545/1645/5066/5743/301/7148/718/5730",30
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","19/782","209/18614",0.00134396378726662,0.0159575287937104,0.012724351827996,"144165/10134/154214/11337/9554/25897/90865/3304/3303/51429/80762/152503/26471/975/2719/1601/348/1191/4035",19
"GO:1902230","GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","6/782","30/18614",0.00134845640917349,0.0159575287937104,0.012724351827996,"972/6615/57007/1191/6387/6423",6
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","9/782","64/18614",0.00135048159050691,0.0159575287937104,0.012724351827996,"94/22998/26585/1307/7070/4323/6422/6281/347",9
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","9/782","64/18614",0.00135048159050691,0.0159575287937104,0.012724351827996,"94/22998/26585/1307/7070/4323/6422/6281/347",9
"GO:0022602","GO:0022602","ovulation cycle process","8/782","52/18614",0.00136790487591236,0.0161238860801308,0.0128570032346724,"6092/6586/5806/9353/5066/5156/7130/4313",8
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","10/782","77/18614",0.00139007300598404,0.0163452242971929,0.0130334958096373,"5740/23564/5806/1545/947/961/706/5743/1191/9314",10
"GO:0019724","GO:0019724","B cell mediated immunity","15/782","148/18614",0.00143773114323228,0.0168644813662356,0.0134475454861936,"2067/717/3123/3122/80762/972/975/730/79987/710/1604/1191/716/715/718",15
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","31/782","415/18614",0.00147048685988395,0.0172068377463605,0.0137205365669295,"3037/29108/6595/1803/3123/3122/58494/1991/2534/7048/6484/4907/10673/80762/972/975/3956/961/5621/3958/1604/7070/10457/4192/3479/301/51148/9314/10875/6387/5320",31
"GO:0048675","GO:0048675","axon extension","13/782","119/18614",0.00148409861007374,0.0173240663418051,0.0138140133146153,"3913/11344/4692/57142/7869/8828/6586/9201/9353/10512/348/2335/6387",13
"GO:0031345","GO:0031345","negative regulation of cell projection organization","18/782","195/18614",0.00149784599426714,0.0174423080636761,0.0139082979177819,"57142/25987/81618/83999/2534/7869/3397/1902/5376/7431/1809/9353/5621/1601/7070/10512/11075/348",18
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","9/782","65/18614",0.00151024783193375,0.0175021749945976,0.0139560351270801,"11344/6840/11078/6711/9353/822/9168/120/2934",9
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","9/782","65/18614",0.00151024783193375,0.0175021749945976,0.0139560351270801,"5740/23564/5806/947/961/706/5743/1191/9314",9
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","8/782","53/18614",0.00155283500548725,0.0179525600994101,0.0143151670832751,"144165/8321/5754/2719/1601/6422/115908/6423",8
"GO:0032355","GO:0032355","response to estradiol","13/782","120/18614",0.00160200354961365,0.0184323557972639,0.0146977507116034,"3248/1956/2879/5737/10095/1545/10628/5066/5743/301/6422/4313/1277",13
"GO:0043200","GO:0043200","response to amino acid","13/782","120/18614",0.00160200354961365,0.0184323557972639,0.0146977507116034,"2534/55004/1956/80310/1535/1307/5156/1290/1291/4313/1281/1278/1277",13
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","6/782","31/18614",0.00161345242614507,0.0184323557972639,0.0146977507116034,"3685/338773/26585/51374/6422/115908",6
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","6/782","31/18614",0.00161345242614507,0.0184323557972639,0.0146977507116034,"116985/5064/5898/6624/1809/5295",6
"GO:0097205","GO:0097205","renal filtration","6/782","31/18614",0.00161345242614507,0.0184323557972639,0.0146977507116034,"55959/358/2149/1535/947/2621",6
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","4/782","13/18614",0.00163075356573566,0.0185859643981362,0.0148202364615319,"3913/3912/3908/967",4
"GO:0003007","GO:0003007","heart morphogenesis","22/782","262/18614",0.00165073394621772,0.0187693121573482,0.014966435877823,"6092/144165/3037/8321/57142/94/4853/23768/2548/8828/10252/7048/9249/6586/7049/6615/9353/1301/10512/1289/2006/6423",22
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","35/782","491/18614",0.00168459140169359,0.0191092121119172,0.0152374682327802,"3037/29108/6595/1803/3123/3122/1991/2534/5329/7048/6484/10673/80762/972/975/928/8613/10630/3956/961/5621/3958/1604/7070/5270/28984/11117/10457/4192/3479/301/9314/10875/6387/5320",35
"GO:0032371","GO:0032371","regulation of sterol transport","10/782","79/18614",0.00169356748093414,0.0191210511137786,0.0152469085181103,"341/55004/4792/1066/706/302/10351/348/5360/4035",10
"GO:0032374","GO:0032374","regulation of cholesterol transport","10/782","79/18614",0.00169356748093414,0.0191210511137786,0.0152469085181103,"341/55004/4792/1066/706/302/10351/348/5360/4035",10
"GO:1904645","GO:1904645","response to amyloid-beta","8/782","54/18614",0.00175702151551607,0.019713302174031,0.0157191627724235,"837/2534/351/5621/3479/2697/4035/4313",8
"GO:0048736","GO:0048736","appendage development","17/782","182/18614",0.00176237984588412,0.019713302174031,0.0157191627724235,"144165/5916/83999/6881/4853/5087/444/26585/8434/2719/5066/10512/116039/1382/1311/1281/6423",17
"GO:0060173","GO:0060173","limb development","17/782","182/18614",0.00176237984588412,0.019713302174031,0.0157191627724235,"144165/5916/83999/6881/4853/5087/444/26585/8434/2719/5066/10512/116039/1382/1311/1281/6423",17
"GO:1905952","GO:1905952","regulation of lipid localization","17/782","182/18614",0.00176237984588412,0.019713302174031,0.0157191627724235,"185/9536/341/55004/3685/4792/6836/1066/1622/706/1601/302/10351/348/5360/4035/718",17
"GO:1901888","GO:1901888","regulation of cell junction assembly","19/782","214/18614",0.00176878162111376,0.0197391115634014,0.0157397428857394,"6092/23077/139065/8321/94/22998/23768/7162/26585/6615/351/257194/1307/7070/4323/6422/7058/6281/347",19
"GO:0003279","GO:0003279","cardiac septum development","12/782","107/18614",0.00177717083378511,0.0197869297683095,0.0157778725780557,"6092/8321/4853/8828/287/7048/9249/5754/6586/7049/9353/10512",12
"GO:0048588","GO:0048588","developmental cell growth","20/782","231/18614",0.00183463845692824,0.0203797050710853,0.0162505448573901,"144165/3913/11344/4692/5916/57142/7869/8828/7048/6586/9201/351/9353/10512/348/3479/2335/1382/6387/221476",20
"GO:0046660","GO:0046660","female sex differentiation","13/782","122/18614",0.00186114682415753,0.0205050423214517,0.016350487354216,"6092/10184/283/10468/6586/5806/26471/9353/4323/5156/6422/7130/4313",13
"GO:0032272","GO:0032272","negative regulation of protein polymerization","10/782","80/18614",0.00186425855897406,0.0205050423214517,0.016350487354216,"11344/6840/11078/6711/9353/822/9168/11075/120/2934",10
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","10/782","80/18614",0.00186425855897406,0.0205050423214517,0.016350487354216,"11344/6840/11078/51474/6711/130271/822/11075/120/2934",10
"GO:0048844","GO:0048844","artery morphogenesis","10/782","80/18614",0.00186425855897406,0.0205050423214517,0.016350487354216,"3248/94/7048/30008/60681/348/4192/4035/1311/1281",10
"GO:0030449","GO:0030449","regulation of complement activation","5/782","22/18614",0.00187383588454779,0.0205050423214517,0.016350487354216,"79987/710/1604/3075/718",5
"GO:2001044","GO:2001044","regulation of integrin-mediated signaling pathway","5/782","22/18614",0.00187383588454779,0.0205050423214517,0.016350487354216,"3913/3912/3908/967/7076",5
"GO:0072006","GO:0072006","nephron development","15/782","152/18614",0.00187569459941096,0.0205050423214517,0.016350487354216,"55366/3913/25937/4853/5087/80310/29927/9500/55959/358/26585/10409/947/2719/5156",15
"GO:0045671","GO:0045671","negative regulation of osteoclast differentiation","6/782","32/18614",0.00191621530350735,0.0209006198602012,0.0166659163810641,"10234/9935/5295/2200/6422/7130",6
"GO:0010594","GO:0010594","regulation of endothelial cell migration","20/782","232/18614",0.00193087548440642,0.0210129812874116,0.0167555121041992,"54453/64094/147372/94/8828/5547/8613/9353/5743/2896/3162/2260/28984/348/301/9314/6678/5176/5764/1634",20
"GO:0044706","GO:0044706","multi-multicellular organism process","19/782","216/18614",0.00196797374025133,0.0213684716255668,0.0170389760535748,"5069/3248/133/7048/2683/3074/8434/5737/10699/5066/5743/1307/1508/5270/2697/7076/5764/4313/2192",19
"GO:0010518","GO:0010518","positive regulation of phospholipase activity","8/782","55/18614",0.00198183546961333,0.0214224860964256,0.0170820465778331,"185/283/378/1956/400/1902/2260/5156",8
"GO:1902991","GO:1902991","regulation of amyloid precursor protein catabolic process","8/782","55/18614",0.00198183546961333,0.0214224860964256,0.0170820465778331,"274/57142/10972/10418/5621/348/3479/1191",8
"GO:0007568","GO:0007568","aging","16/782","169/18614",0.00206831696484658,0.0223072843121373,0.0177875746040733,"4311/968/2067/133/7048/6185/2674/2879/710/706/5743/7076/5176/1311/4313/347",16
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","9/782","68/18614",0.00208244912617618,0.0224095697261057,0.0178691358289365,"274/57142/51107/10972/10418/5621/348/3479/1191",9
"GO:0001935","GO:0001935","endothelial cell proliferation","18/782","201/18614",0.00209863593594216,0.0224833863270604,0.017927996346341,"185/283/94/8828/1535/947/3162/7423/7060/56005/2260/4323/28984/348/4192/1893/6678/6387",18
"GO:0007626","GO:0007626","locomotory behavior","18/782","201/18614",0.00209863593594216,0.0224833863270604,0.017927996346341,"56172/123803/1803/8704/7345/2548/785/4669/3074/1272/351/51643/1476/257194/3073/348/6414/6387",18
"GO:0051960","GO:0051960","regulation of nervous system development","33/782","461/18614",0.00210724393440973,0.0225255499064064,0.0179616171045964,"1627/6092/9253/4311/11344/50937/139065/274/5916/57142/90865/58494/23768/7869/79365/7162/1890/3397/9353/26022/706/7070/10512/302/5270/4192/2335/1382/5176/5764/6387/7058/6281",33
"GO:0050729","GO:0050729","positive regulation of inflammatory response","15/782","154/18614",0.00213328408169142,0.0227534569863591,0.0181433476160621,"837/29108/185/90865/4792/26471/351/975/3956/961/5743/2896/4192/718/5320",15
"GO:0046598","GO:0046598","positive regulation of viral entry into host cell","4/782","14/18614",0.00220769008578536,0.0232385893091075,0.0185301866083387,"3123/972/3956/5034",4
"GO:0070141","GO:0070141","response to UV-A","4/782","14/18614",0.00220769008578536,0.0232385893091075,0.0185301866083387,"4311/1956/7076/4313",4
"GO:0072672","GO:0072672","neutrophil extravasation","4/782","14/18614",0.00220769008578536,0.0232385893091075,0.0185301866083387,"3554/7499/4192/4267",4
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host","4/782","14/18614",0.00220769008578536,0.0232385893091075,0.0185301866083387,"3123/972/3956/5034",4
"GO:1903909","GO:1903909","regulation of receptor clustering","4/782","14/18614",0.00220769008578536,0.0232385893091075,0.0185301866083387,"23184/975/7130/2934",4
"GO:1905049","GO:1905049","negative regulation of metallopeptidase activity","4/782","14/18614",0.00220769008578536,0.0232385893091075,0.0185301866083387,"8434/7077/7076/4035",4
"GO:1904646","GO:1904646","cellular response to amyloid-beta","7/782","44/18614",0.00221729676328325,0.023288862082328,0.0185702735454889,"837/2534/351/5621/3479/2697/4035",7
"GO:0010559","GO:0010559","regulation of glycoprotein biosynthetic process","8/782","56/18614",0.00222869165523428,0.0233576575432271,0.0186251302629647,"2801/90865/25825/81618/6934/9445/3479/9452",8
"GO:0003151","GO:0003151","outflow tract morphogenesis","10/782","82/18614",0.00224729445578657,0.0234302959428253,0.0186830512960181,"6092/144165/8321/8828/7048/9249/7049/10512/2006/6423",10
"GO:0006900","GO:0006900","vesicle budding from membrane","10/782","82/18614",0.00224729445578657,0.0234302959428253,0.0186830512960181,"10484/56681/3638/1176/22872/54732/1759/10972/302/6281",10
"GO:0014812","GO:0014812","muscle cell migration","12/782","110/18614",0.00225020265951631,0.0234302959428253,0.0186830512960181,"3037/80310/1902/9353/1545/3486/6282/7060/4192/3479/301/4035",12
"GO:0002828","GO:0002828","regulation of type 2 immune response","6/782","33/18614",0.00226006033358027,0.0234317222971838,0.0186841886547485,"90865/80762/972/975/1893/301",6
"GO:0035459","GO:0035459","vesicle cargo loading","6/782","33/18614",0.00226006033358027,0.0234317222971838,0.0186841886547485,"10484/56681/3638/1176/22872/10972",6
"GO:0045807","GO:0045807","positive regulation of endocytosis","11/782","96/18614",0.00229102051545437,0.0237017379935741,0.0188994960976719,"274/26585/2719/1601/302/967/348/1191/6424/4035/718",11
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","14/782","140/18614",0.00231614656267706,0.0239103695474649,0.0190658565240542,"10134/29108/1514/1520/81618/50486/9500/2923/26471/8743/8406/1512/6422/1513",14
"GO:0006909","GO:0006909","phagocytosis","20/782","236/18614",0.00235969660071215,0.0243079002393873,0.0193828429730111,"29108/9936/23184/717/1991/2534/3685/10960/3953/5806/1535/961/8406/81035/2621/301/10417/4035/2934/718",20
