"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","34/782","338/18614",2.4236475156105e-06,0.000126920228451626,0.000101204745533322,"144165/79971/55366/90410/30851/8321/25987/6934/252839/83999/25937/1956/7162/5754/55959/26585/351/8434/8613/3487/27123/147495/2719/1601/80114/348/4192/6422/6424/3489/4035/115908/1277/6423",34
"GO:0016049","GO:0016049","cell growth","44/782","495/18614",2.45392553280272e-06,0.000126920228451626,0.000101204745533322,"144165/3913/11344/6595/185/81621/4692/5916/56994/57142/94/3304/55004/55615/7869/3303/8828/7048/1956/6586/26585/9201/351/623/1535/9353/3487/3486/1601/10512/4323/5270/8425/10516/348/3479/2697/2335/6422/1382/6387/55384/221476/6423",44
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","22/782","169/18614",2.47469435271787e-06,0.000126920228451626,0.000101204745533322,"64388/8321/135228/2734/3303/10252/91851/10468/26585/7049/4052/8483/94031/11117/4681/2200/6422/7130/4035/54829/5654/6423",22
"GO:0007369","GO:0007369","gastrulation","24/782","196/18614",2.63465273432591e-06,0.000133701692970371,0.000106612208152446,"144165/79971/6881/3685/7048/1295/3912/6615/3693/8613/1301/2719/4323/1303/1843/2697/2335/9314/1290/1291/6422/1289/4313/6423",24
"GO:1903034","GO:1903034","regulation of response to wounding","22/782","170/18614",2.732216094558e-06,0.000137208476998585,0.000109408477821555,"7103/64094/135228/83999/5329/6484/2149/928/947/710/2896/302/79001/5270/2191/11117/348/5156/4192/301/9314/5764",22
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","22/782","171/18614",3.01392588907444e-06,0.000149795223827091,0.000119445006477481,"29108/148170/274/10142/9659/3304/22998/3303/51429/3397/351/1902/961/11075/30008/28984/348/7148/1191/6422/2934/6281",22
"GO:0007160","GO:0007160","cell-matrix adhesion","27/782","239/18614",3.0566389672699e-06,0.000150367923073553,0.00011990167033802,"54453/1842/22801/94/22998/3685/7059/26585/3693/25992/5295/947/1307/7070/4323/1009/30008/967/10516/11117/9358/7148/2335/6422/6281/1281/347",27
"GO:0010952","GO:0010952","positive regulation of peptidase activity","23/782","185/18614",3.26738463870003e-06,0.000154431973952675,0.000123142298251109,"10134/29108/51065/1514/1611/1520/23787/51107/2534/27018/444/84168/2149/64065/1509/8743/2896/1512/10550/57333/2934/1513/6423",23
"GO:0044000","GO:0044000","movement in host","23/782","185/18614",3.26738463870003e-06,0.000154431973952675,0.000123142298251109,"950/185/1514/1803/3304/3123/3685/3303/1956/290/2519/5806/972/975/3693/3916/3956/1508/1604/2621/5034/4061/2934",23
"GO:0045766","GO:0045766","positive regulation of angiogenesis","23/782","185/18614",3.26738463870003e-06,0.000154431973952675,0.000123142298251109,"5740/64094/147372/94/133/7048/358/26585/10266/1545/947/8038/2896/3162/7423/56005/1512/11117/4192/1893/9314/718/6423",23
"GO:1904018","GO:1904018","positive regulation of vasculature development","23/782","185/18614",3.26738463870003e-06,0.000154431973952675,0.000123142298251109,"5740/64094/147372/94/133/7048/358/26585/10266/1545/947/8038/2896/3162/7423/56005/1512/11117/4192/1893/9314/718/6423",23
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","32/782","313/18614",3.38810673117196e-06,0.000158583131562913,0.000126452384080123,"144165/79971/55366/90410/5916/8321/6382/6934/252839/83999/25937/1956/7162/5754/55959/26585/8434/8613/3487/27123/2719/1601/80114/348/4192/9314/6422/6424/3489/115908/1277/6423",32
"GO:0046849","GO:0046849","bone remodeling","15/782","88/18614",3.56042259306757e-06,0.000163912214761269,0.000130701734365692,"55366/4286/5745/10609/4853/338773/4054/3953/26585/4192/2697/6422/5764/1513/115908",15
"GO:0070613","GO:0070613","regulation of protein processing","13/782","67/18614",3.56996111801145e-06,0.000163912214761269,0.000130701734365692,"147372/2734/5329/26022/7123/10418/5621/4323/302/5270/2619/2934/6281",13
"GO:0006898","GO:0006898","receptor-mediated endocytosis","28/782","256/18614",3.7970804772639e-06,0.000172695518687635,0.000137705440943076,"950/4037/1514/1803/6382/341/3685/133/7048/51429/26585/1759/5898/10266/1902/4043/975/928/57007/1601/302/967/3339/348/1191/6424/4035/718",28
"GO:0048705","GO:0048705","skeletal system morphogenesis","26/782","229/18614",4.22981742701031e-06,0.000189112473384419,0.000150796133756897,"3037/5916/649/3638/25987/10265/7059/2734/7048/338773/9249/4054/26585/871/1301/116039/2260/4323/5156/4256/6422/6424/1311/4313/1281/1277",26
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","17/782","112/18614",4.23649598123155e-06,0.000189112473384419,0.000150796133756897,"3913/22801/3685/667/3912/3693/8613/961/3908/1307/7070/967/9358/2335/7076/5764/1281",17
"GO:0007015","GO:0007015","actin filament organization","40/782","442/18614",4.56056842978166e-06,0.000201711012843829,0.000160842065722478,"1627/29108/11344/148170/116985/7456/7184/274/84952/6840/283/22921/11078/6050/51474/22998/6711/51429/3397/130271/8522/1902/6624/3693/1809/9353/5295/83872/10095/822/961/9168/4082/28984/120/6422/2006/6387/2934/6281",40
"GO:0002693","GO:0002693","positive regulation of cellular extravasation","7/782","18/18614",4.7673054873776e-06,0.000208937997769522,0.000166604781243091,"3554/80310/7499/961/7070/4192/4267",7
"GO:0040013","GO:0040013","negative regulation of locomotion","39/782","427/18614",4.81781341497789e-06,0.000209249355618094,0.000166853054447599,"6092/4286/1803/90865/57522/94/1991/22998/7869/26585/972/8434/1809/9353/1545/3486/3162/7070/10512/1009/28984/11117/348/1843/127435/4681/2697/9314/6422/7130/7076/4035/5176/6387/1281/2192/6423/347/1634",39
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","28/782","260/18614",5.12255689731095e-06,0.000220498632160144,0.000175823099520485,"144165/79971/55366/90410/8321/6934/252839/83999/25937/1956/7162/5754/55959/26585/8434/3487/27123/2719/1601/80114/348/4192/6422/6424/3489/115908/1277/6423",28
"GO:0002691","GO:0002691","regulation of cellular extravasation","10/782","41/18614",5.54505860064189e-06,0.00023449760976925,0.000186985724926539,"3554/1991/80310/6484/7499/961/7070/4192/4267/6387",10
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","10/782","41/18614",5.54505860064189e-06,0.00023449760976925,0.000186985724926539,"23345/23568/3638/8733/11079/10945/10956/706/11014/11015",10
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","19/782","139/18614",5.76927459689154e-06,0.000241858024622731,0.000192854835952841,"144165/8321/6934/83999/25937/7162/26585/3487/27123/2719/1601/80114/348/4192/6422/6424/3489/115908/6423",19
"GO:0002063","GO:0002063","chondrocyte development","9/782","33/18614",6.04995945750511e-06,0.000247845932841152,0.000197629525810519,"5916/25987/7048/55959/871/1301/1893/1311/6423",9
"GO:0006958","GO:0006958","complement activation, classical pathway","9/782","33/18614",6.04995945750511e-06,0.000247845932841152,0.000197629525810519,"717/730/79987/710/1604/1191/716/715/718",9
"GO:0019748","GO:0019748","secondary metabolic process","12/782","60/18614",6.06633894944117e-06,0.000247845932841152,0.000197629525810519,"231/434/2326/1646/56898/10327/400/8644/8574/1545/1645/5066",12
"GO:0051701","GO:0051701","biological process involved in interaction with host","24/782","206/18614",6.30028703999714e-06,0.000255241040502741,0.000203526300487126,"950/185/1514/1803/3304/3123/3685/3303/1956/290/2519/5806/972/975/3693/3916/3956/131578/1508/1604/2621/5034/4061/2934",24
"GO:1900047","GO:1900047","negative regulation of hemostasis","11/782","51/18614",6.85400442096663e-06,0.000275359627612334,0.000219568632854124,"7103/5329/928/947/710/302/5270/2191/348/5156/1311",11
"GO:1903317","GO:1903317","regulation of protein maturation","13/782","71/18614",7.00219255736326e-06,0.000278988184454944,0.000222462002779388,"147372/2734/5329/26022/7123/10418/5621/4323/302/5270/2619/2934/6281",13
"GO:0006979","GO:0006979","response to oxidative stress","39/782","434/18614",7.07486882426716e-06,0.00027927151205071,0.000222687924979354,"2067/8321/6382/51435/2882/6649/22921/3304/2534/475/3303/1956/80310/2950/358/8644/351/2879/5831/1545/25824/5621/4257/10628/5743/3162/493869/4323/5034/10516/348/5156/10550/301/10549/6414/4313/1277/347",39
"GO:1900115","GO:1900115","extracellular regulation of signal transduction","6/782","13/18614",7.1830880510865e-06,0.00027927151205071,0.000222687924979354,"64388/26585/4043/4052/4681/2200",6
"GO:1900116","GO:1900116","extracellular negative regulation of signal transduction","6/782","13/18614",7.1830880510865e-06,0.00027927151205071,0.000222687924979354,"64388/26585/4043/4052/4681/2200",6
"GO:0110053","GO:0110053","regulation of actin filament organization","28/782","268/18614",9.12147439349783e-06,0.000351797024408424,0.000280518943032034,"29108/11344/148170/116985/274/84952/6840/11078/6050/51474/22998/6711/51429/3397/130271/1902/9353/5295/822/961/9168/28984/120/6422/2006/6387/2934/6281",28
"GO:0098754","GO:0098754","detoxification","19/782","144/18614",9.71810045388578e-06,0.000371833034033201,0.000296495429052555,"9536/9403/1193/2882/6649/9446/10327/128/2947/2950/2879/216/25824/4257/5743/493869/10516/348/10549",19
"GO:0050819","GO:0050819","negative regulation of coagulation","11/782","54/18614",1.2280026256118e-05,0.000466157532131848,0.000371708710214196,"7103/5329/308/928/947/710/302/5270/2191/348/5156",11
"GO:0042698","GO:0042698","ovulation cycle","13/782","75/18614",1.30685961982783e-05,0.000492216423999216,0.000392487773981187,"6092/3037/6586/5806/9353/1545/5066/5156/4192/7130/5176/5764/4313",13
"GO:0061564","GO:0061564","axon development","41/782","479/18614",1.33930257186626e-05,0.000500525403020718,0.000399113259278303,"6092/144165/9253/3913/11344/23077/139065/4692/334/57142/7345/25987/83999/2534/4853/5354/23768/10857/7869/8828/91653/9315/6586/9201/1272/351/9353/706/2896/7070/10512/1009/348/6277/2335/9314/1382/5764/6387/4313/347",41
"GO:0050920","GO:0050920","regulation of chemotaxis","25/782","230/18614",1.38142349329278e-05,0.000512295589320347,0.000408498671862773,"6092/23077/1803/64094/1991/7869/80310/7162/26585/972/1902/9353/7423/2621/7060/10512/2260/1843/5156/5919/4681/4192/7130/5764/6387",25
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","11/782","55/18614",1.47734070638596e-05,0.000543683934769978,0.000433527381255245,"1803/90865/26585/9353/3162/11117/1843/4681/7130/6387/347",11
"GO:1905475","GO:1905475","regulation of protein localization to membrane","21/782","175/18614",1.49885538213153e-05,0.000547422863428492,0.000436508760410234,"64114/6526/23184/2534/10857/6711/1956/11079/9528/55022/975/5295/131578/5621/3958/2719/1601/4323/7130/4035/2934",21
"GO:0098869","GO:0098869","cellular oxidant detoxification","15/782","99/18614",1.57344497926568e-05,0.000570344228950365,0.000454785996381343,"9536/9403/1193/2882/6649/9446/2950/2879/25824/4257/5743/493869/10516/348/10549",15
"GO:0002455","GO:0002455","humoral immune response mediated by circulating immunoglobulin","10/782","46/18614",1.66686644397141e-05,0.000599698740775088,0.000478192949990856,"717/975/730/79987/710/1604/1191/716/715/718",10
"GO:0019511","GO:0019511","peptidyl-proline hydroxylation","6/782","15/18614",1.94877339882428e-05,0.000695928633757914,0.000554925571345518,"5033/64175/10536/8974/5034/10549",6
"GO:0150063","GO:0150063","visual system development","35/782","389/18614",2.01740900129506e-05,0.000715141823179668,0.000570245949901668,"144165/3150/3913/4286/50937/4094/5916/285590/25987/94/1296/4853/5087/10252/7048/91851/1956/1295/4669/358/7431/1545/5954/7070/116039/4237/5156/9314/2200/1290/1289/5176/2202/8076/718",35
"GO:0001649","GO:0001649","osteoblast differentiation","26/782","250/18614",2.04483890625279e-05,0.000719574333360927,0.000573780383068397,"55366/4037/8321/5745/22801/55603/10984/25937/338773/26585/6615/51374/6238/90993/3486/117581/3479/9902/1291/6422/7130/4015/1462/115908/1277/6423",26
"GO:2000146","GO:2000146","negative regulation of cell motility","35/782","390/18614",2.1296317893835e-05,0.000743982235986802,0.000593242966806144,"4286/1803/90865/57522/94/22998/26585/972/8434/1809/9353/1545/3486/3162/7070/1009/28984/11117/348/1843/127435/4681/2697/9314/6422/7130/7076/4035/5176/6387/1281/2192/6423/347/1634",35
"GO:0031960","GO:0031960","response to corticosteroid","20/782","166/18614",2.24148293243139e-05,0.000776575911201323,0.000619232792433811,"5069/590/6382/808/133/6586/358/8644/1535/9353/1545/387758/678/5066/5743/4192/301/5176/1277/5730",20
"GO:0030336","GO:0030336","negative regulation of cell migration","34/782","375/18614",2.25514680705632e-05,0.000776575911201323,0.000619232792433811,"4286/1803/90865/57522/94/22998/26585/972/8434/1809/9353/1545/3486/3162/7070/1009/28984/11117/348/1843/127435/4681/2697/9314/6422/7130/7076/4035/5176/6387/1281/6423/347/1634",34
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus","17/782","127/18614",2.33545211385895e-05,0.00079852586105773,0.000636735432610144,"64388/8321/10252/91851/55959/26585/9353/90993/94031/11117/4681/2200/6422/7130/5654/6423/1634",17
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","13/782","80/18614",2.68130061380695e-05,0.000910320440786149,0.000725879158015047,"2534/55004/1956/80310/1535/1307/5156/1290/1291/4313/1281/1278/1277",13
"GO:0060346","GO:0060346","bone trabecula formation","5/782","10/18614",2.72997006658263e-05,0.000920362635733906,0.000733886689963913,"7059/26585/6422/4313/1277",5
"GO:0048880","GO:0048880","sensory system development","35/782","395/18614",2.78121391447826e-05,0.0009311272417847,0.000742470264303699,"144165/3150/3913/4286/50937/4094/5916/285590/25987/94/1296/4853/5087/10252/7048/91851/1956/1295/4669/358/7431/1545/5954/7070/116039/4237/5156/9314/2200/1290/1289/5176/2202/8076/718",35
"GO:0016055","GO:0016055","Wnt signaling pathway","39/782","461/18614",2.81595006679239e-05,0.000936254846345248,0.000746558957816755,"144165/79971/55366/90410/4286/30851/5916/8321/6382/23184/25987/6934/252839/83999/25937/1956/7162/5754/55959/26585/351/8434/8613/3487/27123/147495/2719/1601/80114/348/4192/9314/6422/6424/3489/4035/115908/1277/6423",39
"GO:0048608","GO:0048608","reproductive structure development","29/782","301/18614",2.95754421696301e-05,0.000972458535934855,0.000775427367817136,"6092/55366/2067/5916/6382/283/10265/10468/6586/5806/26471/8644/2674/9353/1545/10409/8743/4323/5270/5156/301/10549/5660/6422/7130/5176/718/4313/6423",29
"GO:0031102","GO:0031102","neuron projection regeneration","11/782","59/18614",2.96518159681443e-05,0.000972458535934855,0.000775427367817136,"3913/83999/133/9315/706/2896/7070/9314/5764/4313/347",11
"GO:0010715","GO:0010715","regulation of extracellular matrix disassembly","6/782","16/18614",3.0073332225072e-05,0.000976744046592523,0.000778844585236933,"1803/6624/10630/2191/4035/1471",6
"GO:0001667","GO:0001667","ameboidal-type cell migration","41/782","496/18614",3.01876919606484e-05,0.000976744046592523,0.000778844585236933,"3037/54453/1803/57142/64094/147372/94/7869/8828/7048/7162/5547/358/3397/26585/6615/8613/9353/1545/5168/2719/5743/2896/3162/10512/2260/1512/57124/28984/2191/348/301/2697/2335/9314/6678/7076/11167/5176/5764/1634",41
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","38/782","446/18614",3.04670624790276e-05,0.000978422761982741,0.000780183173781585,"6092/7103/5740/1803/135228/3123/83999/1991/2534/7869/5329/2950/4907/80762/29937/26585/284207/928/9353/947/710/2896/114899/10512/302/5270/2191/348/1843/5156/4681/4192/3479/9314/7130/10875/5176/5654",38
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","19/782","156/18614",3.06454754323572e-05,0.000978422761982741,0.000780183173781585,"64114/29108/81618/3304/6934/3685/3303/50486/2923/2950/2537/8743/3958/8406/3162/2260/3479/6422/6423",19
"GO:0198738","GO:0198738","cell-cell signaling by wnt","39/782","463/18614",3.10065165137115e-05,0.000983436948109231,0.000784181428726277,"144165/79971/55366/90410/4286/30851/5916/8321/6382/23184/25987/6934/252839/83999/25937/1956/7162/5754/55959/26585/351/8434/8613/3487/27123/147495/2719/1601/80114/348/4192/9314/6422/6424/3489/4035/115908/1277/6423",39
"GO:0030195","GO:0030195","negative regulation of blood coagulation","10/782","50/18614",3.60825277524837e-05,0.00113695337447532,0.000906593679752807,"7103/5329/928/947/710/302/5270/2191/348/5156",10
"GO:0060485","GO:0060485","mesenchyme development","30/782","320/18614",3.63207829509465e-05,0.00113702918575658,0.000906654130805582,"6092/144165/3037/57142/54796/94/6934/6881/25937/7869/8828/10252/7048/5754/26585/7049/6615/10630/10409/1601/10512/2260/28984/4192/3479/7148/2335/6422/1277/6423",30
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","26/782","259/18614",3.766947811073e-05,0.00116505250292328,0.000928999604946737,"837/10134/10961/7184/54499/2907/81502/23190/9601/10952/27248/3303/10130/2923/26471/746/10956/5295/4121/90993/8406/7060/5034/4082/57333/1191",26
"GO:0061458","GO:0061458","reproductive system development","29/782","305/18614",3.76992720298758e-05,0.00116505250292328,0.000928999604946737,"6092/55366/2067/5916/6382/283/10265/10468/6586/5806/26471/8644/2674/9353/1545/10409/8743/4323/5270/5156/301/10549/5660/6422/7130/5176/718/4313/6423",29
"GO:0030278","GO:0030278","regulation of ossification","16/782","119/18614",3.81262684253036e-05,0.00117074356737827,0.000933537594966201,"56172/55603/83999/5087/338773/9249/4054/26585/51374/116039/4192/1893/4256/6422/5764/1311",16
"GO:0001654","GO:0001654","eye development","34/782","385/18614",3.85978523280309e-05,0.00117772307641416,0.000939102976029107,"144165/3150/3913/4286/50937/4094/5916/285590/25987/94/1296/4853/5087/10252/7048/91851/1956/1295/4669/358/7431/1545/5954/7070/116039/4237/5156/9314/2200/1290/1289/5176/2202/8076",34
"GO:0007492","GO:0007492","endoderm development","13/782","83/18614",4.00817822465545e-05,0.00120120280383853,0.000957825443425869,"3685/1295/3912/3693/1301/4323/1303/1843/2335/1290/1291/1289/4313",13
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane","8/782","32/18614",4.01148416133589e-05,0.00120120280383853,0.000957825443425869,"10952/64374/6745/6747/7095/29927/6746/23471",8
"GO:0098868","GO:0098868","bone growth","8/782","32/18614",4.01148416133589e-05,0.00120120280383853,0.000957825443425869,"5916/54796/25987/7059/7048/3953/1893/1311",8
"GO:0010975","GO:0010975","regulation of neuron projection development","38/782","452/18614",4.0734717508057e-05,0.00121223501917496,0.000966622406364029,"1627/6092/950/11344/23077/8321/57142/25987/81618/83999/2534/7869/285016/5754/3397/64175/1272/1902/5376/7431/1809/9353/257194/2896/1601/7070/10512/11075/348/4192/2335/9314/6422/1382/5176/5764/6387/6423",38
"GO:0001558","GO:0001558","regulation of cell growth","36/782","420/18614",4.32517859241665e-05,0.00127525912417942,0.00101687711034034,"11344/6595/185/81621/56994/57142/94/3304/55004/55615/7869/3303/1956/6586/26585/623/1535/9353/3487/3486/1601/10512/4323/5270/8425/10516/348/3479/2697/2335/6422/1382/6387/55384/221476/6423",36
"GO:0002683","GO:0002683","negative regulation of immune system process","40/782","487/18614",4.34050009241538e-05,0.00127525912417942,0.00101687711034034,"10234/55366/968/1803/90865/3123/2534/1831/80762/26585/29085/972/9935/9353/5295/961/79987/5621/710/3958/2896/3162/1604/7070/11117/1843/28959/4681/10457/4192/301/2335/2200/6422/7130/10875/6387/5320/1281/347",40
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","19/782","160/18614",4.36460807902105e-05,0.00127525912417942,0.00101687711034034,"5104/274/5329/358/8434/871/10972/2537/25824/710/5743/2621/5270/7077/9314/7076/5176/1471/6423",19
"GO:0035581","GO:0035581","sequestering of extracellular ligand from receptor","5/782","11/18614",4.83166843363581e-05,0.00140322129629869,0.00111891268989461,"64388/26585/4052/4681/2200",5
"GO:1902992","GO:1902992","negative regulation of amyloid precursor protein catabolic process","8/782","33/18614",5.1015603903232e-05,0.00147194266170802,0.00117371032447029,"274/57142/10972/10418/5621/348/3479/1191",8
"GO:0042476","GO:0042476","odontogenesis","17/782","135/18614",5.17099493262683e-05,0.00147194266170802,0.00117371032447029,"56172/79971/6382/133/10468/3912/358/64065/947/147495/5066/116039/5156/54829/5654/1278/1277",17
"GO:0001523","GO:0001523","retinoid metabolic process","13/782","85/18614",5.18237499040488e-05,0.00147194266170802,0.00117371032447029,"231/51635/128/9249/59342/8644/216/1545/1645/5919/125/1382/4035",13
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","16/782","122/18614",5.19042216325167e-05,0.00147194266170802,0.00117371032447029,"29108/58494/80310/26585/351/9353/961/3958/2621/1843/5919/4681/4192/1893/6387/347",16
"GO:0030509","GO:0030509","BMP signaling pathway","20/782","176/18614",5.2271479765445e-05,0.00147368891198369,0.0011751027645639,"64388/8321/10984/94/4853/91851/10468/26585/7049/2719/94031/4681/2200/6422/6424/7130/11167/5654/1311/6423",20
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","24/782","234/18614",5.2618135445117e-05,0.00147483738942389,0.00117601854740249,"10134/29108/51065/1611/23787/2534/5329/27018/444/358/2149/64065/1509/2537/25824/8743/5743/2621/1512/10550/9314/1471/2934/6423",24
"GO:0060326","GO:0060326","cell chemotaxis","29/782","312/18614",5.69011163390071e-05,0.00158566636919279,0.00126439231439035,"185/80270/1803/64094/80310/7162/26585/972/1902/9353/3958/7423/2621/7060/2260/5479/1843/5156/5919/4681/4192/301/7130/2919/4015/5764/6387/4313/9547",29
"GO:0050878","GO:0050878","regulation of body fluid levels","32/782","361/18614",6.02219406221224e-05,0.00165087377169655,0.00131638795494182,"144165/3037/7103/231/221037/353/133/2030/5329/308/6484/358/2149/928/1535/10630/3998/947/710/5066/2159/2621/302/79001/5270/2191/11117/348/5156/1311/1281/2192",32
"GO:0008154","GO:0008154","actin polymerization or depolymerization","21/782","192/18614",6.0263461520279e-05,0.00165087377169655,0.00131638795494182,"29108/11344/148170/7456/274/6840/283/22921/11078/51474/6711/51429/130271/8522/9353/822/9168/120/2006/6387/2934",21
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","29/782","313/18614",6.02683642021557e-05,0.00165087377169655,0.00131638795494182,"950/51114/185/1514/1803/3304/3123/1991/3685/3303/1956/290/2519/5806/972/975/3693/3916/3956/131578/1508/1604/2621/5034/5479/348/4061/2335/2934",29
"GO:0071604","GO:0071604","transforming growth factor beta production","9/782","43/18614",6.06824633308159e-05,0.001652825738519,0.00131794443106833,"25987/3685/947/4052/5743/7148/2335/4060/1281",9
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","10/782","53/18614",6.11236863701584e-05,0.0016554904044412,0.00132006920534487,"1956/80310/358/972/2621/57124/5156/3479/6277/2335",10
"GO:0061041","GO:0061041","regulation of wound healing","17/782","137/18614",6.2395131266084e-05,0.00168048563035637,0.00134000011398847,"7103/64094/135228/5329/6484/2149/928/947/710/302/79001/5270/2191/11117/348/5156/301",17
"GO:0048569","GO:0048569","post-embryonic animal organ development","6/782","18/18614",6.48585238469205e-05,0.00173712746370002,0.00138516566718686,"3150/2067/4237/9314/2200/2202",6
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","13/782","87/18614",6.64481994129557e-05,0.00176987165397712,0.00141127551181224,"1956/80310/2950/358/26471/972/2621/57124/5156/3479/6277/2335/6422",13
"GO:0010876","GO:0010876","lipid localization","40/782","497/18614",6.79187192930718e-05,0.00179909970171373,0.00143458162439733,"29015/140606/5104/950/185/9536/26020/10350/25987/341/51474/55004/3685/4792/10349/6836/1066/1622/3074/23460/57088/3069/1645/706/3073/5743/1601/302/10351/348/10577/5360/301/5660/1191/1382/4035/718/5320/347",40
"GO:0006869","GO:0006869","lipid transport","37/782","447/18614",7.09403247147145e-05,0.00186887052158273,0.00149021608201402,"29015/140606/5104/950/185/9536/26020/10350/25987/341/51474/55004/3685/4792/10349/6836/1066/1622/23460/57088/3069/1645/706/5743/1601/302/10351/348/10577/5360/301/5660/1191/1382/4035/5320/347",37
"GO:0010954","GO:0010954","positive regulation of protein processing","7/782","26/18614",7.34063320186976e-05,0.00190632945097576,0.00152008540594624,"147372/7123/10418/4323/302/2934/6281",7
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization","9/782","44/18614",7.347131434237e-05,0.00190632945097576,0.00152008540594624,"11344/6840/11078/51474/6711/130271/822/120/2934",9
"GO:0007596","GO:0007596","blood coagulation","23/782","224/18614",7.35484915746714e-05,0.00190632945097576,0.00152008540594624,"7103/221037/5329/308/6484/2149/928/10630/3998/947/710/2159/2621/302/79001/5270/2191/11117/348/5156/1311/1281/2192",23
"GO:0016101","GO:0016101","diterpenoid metabolic process","13/782","88/18614",7.5016470444463e-05,0.00193371648968029,0.00154192351888392,"231/51635/128/9249/59342/8644/216/1545/1645/5919/125/1382/4035",13
"GO:0050435","GO:0050435","amyloid-beta metabolic process","11/782","65/18614",7.54073221447615e-05,0.00193371648968029,0.00154192351888392,"4311/274/57142/25825/51107/10972/10418/5621/348/3479/1191",11
"GO:0006066","GO:0006066","alcohol metabolic process","32/782","366/18614",7.8187642523986e-05,0.00199440542120707,0.00159031618210859,"231/10449/6526/5745/1593/3638/26002/25987/51635/1646/341/51474/10327/128/5092/9249/3953/1066/8611/8644/8574/351/3069/216/8613/1545/1645/1601/348/10577/125/3479",32
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","8/782","35/18614",8.02761475655501e-05,0.00203690161796588,0.00162420216570299,"29108/1514/1520/3123/3122/972/1509/8722",8
"GO:0071229","GO:0071229","cellular response to acid chemical","13/782","89/18614",8.45258068295791e-05,0.00213350217133718,0.00170123034743248,"2534/55004/1956/80310/1535/1307/5156/1290/1291/4313/1281/1278/1277",13
"GO:1902622","GO:1902622","regulation of neutrophil migration","9/782","45/18614",8.84514794592186e-05,0.00222096136704632,0.00177096931461111,"3554/1803/7499/972/9353/7060/4192/4267/7130",9
"GO:0009636","GO:0009636","response to toxic substance","24/782","242/18614",8.95894788232804e-05,0.00223788019381883,0.0017844601945057,"4357/9536/6382/9403/1193/2882/6649/9446/10327/128/2947/2950/1066/26471/2879/216/1545/25824/4257/5743/493869/10516/348/10549",24
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","23/782","227/18614",9.01489332228558e-05,0.00224024745911025,0.00178634782490434,"64114/29108/11337/90865/81618/3304/6934/3685/3303/27018/50486/2923/2950/5295/2537/8743/3958/8406/3162/2260/3479/6422/6423",23
"GO:0051384","GO:0051384","response to glucocorticoid","17/782","142/18614",9.80528813298103e-05,0.00242416892764623,0.00193300471048025,"5069/590/6382/808/133/6586/358/9353/1545/387758/678/5066/5743/4192/301/5176/5730",17
"GO:0010631","GO:0010631","epithelial cell migration","32/782","371/18614",0.000100857356408081,0.00246595567764147,0.00196632498930046,"3037/54453/1803/57142/64094/147372/94/8828/7048/5547/3397/26585/6615/8613/9353/1545/5168/5743/2896/3162/2260/1512/28984/2191/348/301/9314/6678/11167/5176/5764/1634",32
"GO:0048144","GO:0048144","fibroblast proliferation","14/782","103/18614",0.000101789085221044,0.00246595567764147,0.00196632498930046,"1956/80310/2950/358/26471/972/2621/57124/5156/3479/6277/2335/6422/1281",14
"GO:0150115","GO:0150115","cell-substrate junction organization","14/782","103/18614",0.000101789085221044,0.00246595567764147,0.00196632498930046,"144165/94/22998/667/26585/5295/1307/7070/4323/1009/2335/6422/6281/347",14
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","14/782","103/18614",0.000101789085221044,0.00246595567764147,0.00196632498930046,"64114/10857/6711/1956/11079/9528/55022/5295/131578/5621/3958/1601/4323/4035",14
"GO:0050817","GO:0050817","coagulation","23/782","229/18614",0.000102995123525487,0.00248269745258186,0.00197967469007936,"7103/221037/5329/308/6484/2149/928/10630/3998/947/710/2159/2621/302/79001/5270/2191/11117/348/5156/1311/1281/2192",23
